domain,module,intent,targetAudience,criticality,status,owner,sourceGuideId
accounting,accounting,validate-period-end-supporting-schedules,accountant,important,verified,copilot-auto-verify,accounting--validate-period-end-supporting-schedules
accounting,accounting,produce-ledger-detail-with-support-links,accountant,important,verified,copilot-auto-verify,accounting--produce-ledger-detail-with-support-links
accounting,accounting,generate-pbc-request-tracker,accountant,important,verified,copilot-auto-verify,accounting--generate-pbc-request-tracker
accounting,accounting,assign-pbc-request-owner,admin,important,verified,copilot-auto-verify,accounting--assign-pbc-request-owner
accounting,accounting,monitor-open-audit-requests,admin,important,verified,copilot-auto-verify,accounting--monitor-open-audit-requests
accounting,accounting,perform-variance-analysis-for-audit,accountant,important,verified,copilot-auto-verify,accounting--perform-variance-analysis-for-audit
payroll,payroll,create-job-posting,admin,important,verified,copilot-auto-verify,payroll--create-job-posting
payroll,payroll,publish-job-posting,admin,important,verified,copilot-auto-verify,payroll--publish-job-posting
payroll,payroll,screen-candidate-application,admin,important,verified,copilot-auto-verify,payroll--screen-candidate-application
payroll,payroll,schedule-candidate-interview,admin,important,verified,copilot-auto-verify,payroll--schedule-candidate-interview
payroll,payroll,record-interview-feedback,admin,important,verified,copilot-auto-verify,payroll--record-interview-feedback
payroll,payroll,issue-offer-letter,admin,critical,verified,copilot-auto-verify,payroll--issue-offer-letter
payroll,payroll,onboard-new-hire-checklist,admin,critical,verified,copilot-auto-verify,payroll--onboard-new-hire-checklist
payroll,payroll,assign-manager-to-employee,admin,important,verified,copilot-auto-verify,payroll--assign-manager-to-employee
payroll,payroll,set-employee-work-schedule,admin,important,verified,copilot-auto-verify,payroll--set-employee-work-schedule
payroll,payroll,approve-time-off-request,admin,critical,verified,copilot-auto-verify,payroll--approve-time-off-request
payroll,payroll,deny-time-off-request,admin,important,verified,copilot-auto-verify,payroll--deny-time-off-request
payroll,payroll,track-pto-balance,general,important,verified,copilot-auto-verify,payroll--track-pto-balance
payroll,payroll,update-employee-emergency-contact,general,important,verified,copilot-auto-verify,payroll--update-employee-emergency-contact
payroll,payroll,manage-employee-documents,admin,important,verified,copilot-auto-verify,payroll--manage-employee-documents
payroll,payroll,complete-employee-offboarding-checklist,admin,critical,verified,copilot-auto-verify,payroll--complete-employee-offboarding-checklist
payroll,payroll,revoke-system-access-on-termination,admin,critical,verified,copilot-auto-verify,payroll--revoke-system-access-on-termination
payroll,payroll,acknowledge-policy-signoff,general,important,verified,copilot-auto-verify,payroll--acknowledge-policy-signoff
payroll,payroll,run-hr-compliance-audit,admin,critical,verified,copilot-auto-verify,payroll--run-hr-compliance-audit
inventory,inventory,create-inventory-item,admin,critical,verified,copilot-auto-verify,inventory--create-inventory-item
inventory,inventory,edit-inventory-item,admin,important,verified,copilot-auto-verify,inventory--edit-inventory-item
inventory,inventory,archive-inventory-item,admin,important,verified,copilot-auto-verify,inventory--archive-inventory-item
inventory,inventory,restore-archived-inventory-item,admin,important,verified,copilot-auto-verify,inventory--restore-archived-inventory-item
inventory,inventory,update-stock-quantity,admin,critical,verified,copilot-auto-verify,inventory--update-stock-quantity
inventory,inventory,record-stock-adjustment,admin,critical,verified,copilot-auto-verify,inventory--record-stock-adjustment
inventory,inventory,log-inventory-shrinkage,admin,important,verified,copilot-auto-verify,inventory--log-inventory-shrinkage
inventory,inventory,record-destroyed-inventory,admin,important,verified,copilot-auto-verify,inventory--record-destroyed-inventory
inventory,inventory,track-item-movement-history,admin,important,verified,copilot-auto-verify,inventory--track-item-movement-history
inventory,inventory,review-item-history,admin,important,verified,copilot-auto-verify,inventory--review-item-history
inventory,inventory,search-inventory-by-sku,admin,important,verified,copilot-auto-verify,inventory--search-inventory-by-sku
inventory,inventory,edit-item-sku,admin,important,verified,copilot-auto-verify,inventory--edit-item-sku
inventory,inventory,set-item-reorder-threshold,admin,important,verified,copilot-auto-verify,inventory--set-item-reorder-threshold
inventory,inventory,identify-low-stock-items,admin,critical,verified,copilot-auto-verify,inventory--identify-low-stock-items
inventory,inventory,process-pos-sale,admin,critical,verified,copilot-auto-verify,inventory--process-pos-sale
inventory,inventory,reverse-pos-sale,admin,critical,verified,copilot-auto-verify,inventory--reverse-pos-sale
inventory,inventory,consume-inventory-for-internal-use,admin,important,verified,copilot-auto-verify,inventory--consume-inventory-for-internal-use
inventory,inventory,audit-inventory-adjustments,admin,critical,verified,copilot-auto-verify,inventory--audit-inventory-adjustments
marketing,marketing,define-target-audience,consultant,critical,verified,copilot-auto-verify,marketing--define-target-audience
marketing,marketing,craft-core-value-proposition,consultant,critical,verified,copilot-auto-verify,marketing--craft-core-value-proposition
marketing,marketing,create-beta-waitlist-campaign,consultant,critical,verified,copilot-auto-verify,marketing--create-beta-waitlist-campaign
marketing,marketing,build-landing-page-conversion-brief,consultant,critical,verified,copilot-auto-verify,marketing--build-landing-page-conversion-brief
marketing,marketing,plan-linkedin-teaser-campaign,consultant,important,verified,copilot-auto-verify,marketing--plan-linkedin-teaser-campaign
marketing,marketing,launch-founder-network-outreach,consultant,important,verified,copilot-auto-verify,marketing--launch-founder-network-outreach
marketing,marketing,send-beta-invite-batch,admin,critical,verified,copilot-auto-verify,marketing--send-beta-invite-batch
marketing,marketing,write-beta-welcome-email,consultant,important,verified,copilot-auto-verify,marketing--write-beta-welcome-email
marketing,marketing,collect-beta-feedback,admin,critical,verified,copilot-auto-verify,marketing--collect-beta-feedback
marketing,marketing,run-weekly-beta-survey,consultant,important,verified,copilot-auto-verify,marketing--run-weekly-beta-survey
marketing,marketing,identify-beta-champions,consultant,important,verified,copilot-auto-verify,marketing--identify-beta-champions
marketing,marketing,prepare-founder-discount-offer,admin,important,verified,copilot-auto-verify,marketing--prepare-founder-discount-offer
marketing,marketing,publish-public-launch-announcement,consultant,critical,verified,copilot-auto-verify,marketing--publish-public-launch-announcement
marketing,marketing,create-customer-testimonial-asset,consultant,important,verified,copilot-auto-verify,marketing--create-customer-testimonial-asset
marketing,marketing,build-case-study-outline,consultant,important,verified,copilot-auto-verify,marketing--build-case-study-outline
marketing,marketing,plan-content-marketing-calendar,consultant,important,verified,copilot-auto-verify,marketing--plan-content-marketing-calendar
marketing,marketing,measure-campaign-conversion-performance,consultant,important,verified,copilot-auto-verify,marketing--measure-campaign-conversion-performance
marketing,marketing,iterate-marketing-plan-from-feedback,consultant,important,verified,copilot-auto-verify,marketing--iterate-marketing-plan-from-feedback
wellness,wellness,start-hytexercise-routine,general,important,verified,copilot-auto-verify,wellness--start-hytexercise-routine
wellness,wellness,pause-or-end-hytexercise-break,general,important,verified,copilot-auto-verify,wellness--pause-or-end-hytexercise-break
wellness,wellness,set-hytexercise-break-frequency,general,important,verified,copilot-auto-verify,wellness--set-hytexercise-break-frequency
wellness,wellness,set-hytexercise-break-duration,general,important,verified,copilot-auto-verify,wellness--set-hytexercise-break-duration
wellness,wellness,test-hytexercise-break-alert,general,important,verified,copilot-auto-verify,wellness--test-hytexercise-break-alert
wellness,wellness,view-hytexercise-weekly-activity,general,important,verified,copilot-auto-verify,wellness--view-hytexercise-weekly-activity
wellness,wellness,view-hytexercise-time-exercised,general,important,verified,copilot-auto-verify,wellness--view-hytexercise-time-exercised
wellness,wellness,list-hytexercise-chair-exercises,general,important,verified,copilot-auto-verify,wellness--list-hytexercise-chair-exercises
tools,image-generator,open-image-generator-workspace,general,important,verified,copilot-auto-verify,image-generator--open-image-generator-workspace
tools,image-generator,generate-image-from-prompt,general,critical,verified,copilot-auto-verify,image-generator--generate-image-from-prompt
tools,image-generator,refine-image-prompt-for-better-output,general,important,verified,copilot-auto-verify,image-generator--refine-image-prompt-for-better-output
tools,image-generator,regenerate-image-with-modified-prompt,general,important,verified,copilot-auto-verify,image-generator--regenerate-image-with-modified-prompt
tools,image-generator,generate-marketing-creative-image,general,important,verified,copilot-auto-verify,image-generator--generate-marketing-creative-image
tools,image-generator,handle-image-generation-failure,general,critical,verified,copilot-auto-verify,image-generator--handle-image-generation-failure
tools,image-generator,resolve-image-generation-unauthorized-error,general,critical,verified,copilot-auto-verify,image-generator--resolve-image-generation-unauthorized-error
tools,image-generator,troubleshoot-missing-generated-image-url,general,critical,verified,copilot-auto-verify,image-generator--troubleshoot-missing-generated-image-url
tools,image-generator,download-generated-image,general,important,verified,copilot-auto-verify,image-generator--download-generated-image
tools,image-generator,close-image-generator-and-return-to-action-manager,general,important,draft,copilot-auto-verify,image-generator--close-image-generator-and-return-to-action-manager
admin,settings,update-user-profile-settings,general,important,draft,copilot-auto-verify,settings--update-user-profile-settings
admin,settings,save-settings-changes,general,important,verified,copilot-auto-verify,settings--save-settings-changes
admin,settings,configure-voice-dictation-preference,general,important,verified,copilot-auto-verify,settings--configure-voice-dictation-preference
admin,settings,set-default-sales-tax-rate,general,important,verified,copilot-auto-verify,settings--set-default-sales-tax-rate
admin,settings,apply-visual-identity-theme-preset,general,important,verified,copilot-auto-verify,settings--apply-visual-identity-theme-preset
admin,settings,save-custom-visual-theme-preset,general,important,verified,copilot-auto-verify,settings--save-custom-visual-theme-preset
admin,settings,delete-custom-visual-theme-preset,general,important,verified,copilot-auto-verify,settings--delete-custom-visual-theme-preset
admin,settings,reset-visual-identity-to-default,general,important,verified,copilot-auto-verify,settings--reset-visual-identity-to-default
admin,settings,open-site-images-manager,admin,important,verified,copilot-auto-verify,settings--open-site-images-manager
admin,settings,upload-new-site-image,admin,critical,verified,copilot-auto-verify,settings--upload-new-site-image
admin,settings,replace-existing-site-image,admin,critical,verified,copilot-auto-verify,settings--replace-existing-site-image
admin,settings,delete-site-image,admin,critical,verified,copilot-auto-verify,settings--delete-site-image
admin,settings,configure-daily-planning-ritual,general,important,verified,copilot-auto-verify,settings--configure-daily-planning-ritual
admin,settings,configure-weekly-planning-ritual,general,important,verified,copilot-auto-verify,settings--configure-weekly-planning-ritual
admin,settings,repeat-daily-ritual-across-weekdays,general,important,verified,copilot-auto-verify,settings--repeat-daily-ritual-across-weekdays
admin,settings,invite-team-user-to-workspace,admin,critical,verified,copilot-auto-verify,settings--invite-team-user-to-workspace
admin,settings,manage-team-authority-levels,admin,critical,verified,copilot-auto-verify,settings--manage-team-authority-levels
admin,settings,change-team-member-password,admin,critical,verified,copilot-auto-verify,settings--change-team-member-password
admin,settings,remove-team-member-record,admin,critical,verified,copilot-auto-verify,settings--remove-team-member-record
tools,image-manager,open-image-manager-workspace,general,important,verified,copilot-auto-verify,image-manager--open-image-manager-workspace
tools,image-manager,upload-new-site-image,admin,critical,verified,copilot-auto-verify,image-manager--upload-new-site-image
tools,image-manager,validate-unique-image-id-before-upload,admin,important,verified,copilot-auto-verify,image-manager--validate-unique-image-id-before-upload
tools,image-manager,replace-existing-site-image,admin,critical,verified,copilot-auto-verify,image-manager--replace-existing-site-image
tools,image-manager,confirm-image-replacement-preview,admin,important,verified,copilot-auto-verify,image-manager--confirm-image-replacement-preview
tools,image-manager,delete-site-image,admin,critical,verified,copilot-auto-verify,image-manager--delete-site-image
tools,image-manager,recover-from-image-upload-failure,admin,critical,verified,copilot-auto-verify,image-manager--recover-from-image-upload-failure
tools,image-manager,recover-from-image-delete-failure,admin,critical,verified,copilot-auto-verify,image-manager--recover-from-image-delete-failure
tools,image-manager,refresh-image-library-after-change,admin,important,verified,copilot-auto-verify,image-manager--refresh-image-library-after-change
tools,image-manager,manage-image-library-assets,admin,important,verified,copilot-auto-verify,image-manager--manage-image-library-assets
backup,backup,open-backup-manager-workspace,admin,important,verified,copilot-auto-verify,backup--open-backup-manager-workspace
backup,backup,select-backup-types-for-export,admin,important,draft,copilot-auto-verify,backup--select-backup-types-for-export
backup,backup,execute-firestore-backup-export,admin,critical,draft,copilot-auto-verify,backup--execute-firestore-backup-export
backup,backup,execute-auth-backup-export,admin,critical,draft,copilot-auto-verify,backup--execute-auth-backup-export
backup,backup,run-combined-firestore-and-auth-backup,admin,critical,verified,copilot-auto-verify,backup--run-combined-firestore-and-auth-backup
backup,backup,prevent-backup-run-without-selection,admin,important,verified,copilot-auto-verify,backup--prevent-backup-run-without-selection
backup,backup,monitor-backup-session-status,admin,important,verified,copilot-auto-verify,backup--monitor-backup-session-status
backup,backup,handle-firestore-backup-failure,admin,critical,verified,copilot-auto-verify,backup--handle-firestore-backup-failure
backup,backup,handle-auth-backup-failure,admin,critical,verified,copilot-auto-verify,backup--handle-auth-backup-failure
backup,backup,locate-backup-bucket-destination,admin,important,verified,copilot-auto-verify,backup--locate-backup-bucket-destination
backup,backup,download-exported-backup-payloads,admin,important,draft,copilot-auto-verify,backup--download-exported-backup-payloads
backup,backup,prepare-export-payload-for-third-party-ingestion,admin,important,draft,copilot-auto-verify,backup--prepare-export-payload-for-third-party-ingestion
admin,user-manager,open-user-manager-dashboard,admin,important,verified,copilot-auto-verify,user-manager--open-user-manager-dashboard
admin,user-manager,enforce-admin-only-user-manager-access,admin,critical,verified,copilot-auto-verify,user-manager--enforce-admin-only-user-manager-access
admin,user-manager,review-authenticated-user-directory,admin,important,verified,copilot-auto-verify,user-manager--review-authenticated-user-directory
admin,user-manager,add-user-from-contact-directory,admin,critical,draft,copilot-auto-verify,user-manager--add-user-from-contact-directory
admin,user-manager,provision-new-user-credential-node,admin,critical,verified,copilot-auto-verify,user-manager--provision-new-user-credential-node
admin,user-manager,edit-user-profile-details,admin,important,draft,copilot-auto-verify,user-manager--edit-user-profile-details
admin,user-manager,assign-user-access-level,admin,critical,verified,copilot-auto-verify,user-manager--assign-user-access-level
admin,user-manager,revoke-user-access-level,admin,critical,verified,copilot-auto-verify,user-manager--revoke-user-access-level
admin,user-manager,change-user-password,admin,critical,verified,copilot-auto-verify,user-manager--change-user-password
admin,user-manager,delete-user-profile-record,admin,critical,verified,copilot-auto-verify,user-manager--delete-user-profile-record
admin,user-manager,invite-user-to-organization,admin,critical,verified,copilot-auto-verify,user-manager--invite-user-to-organization
admin,user-manager,enforce-invite-role-hierarchy-rules,admin,critical,draft,copilot-auto-verify,user-manager--enforce-invite-role-hierarchy-rules
admin,user-manager,resolve-user-manager-load-failure,admin,important,verified,copilot-auto-verify,user-manager--resolve-user-manager-load-failure
admin,user-manager,open-user-management-protocol-instructions,admin,important,verified,copilot-auto-verify,user-manager--open-user-management-protocol-instructions
productivity,email-hub,open-email-hub-workspace,general,important,verified,copilot-auto-verify,email-hub--open-email-hub-workspace
productivity,email-hub,launch-gmail-inbox-from-email-hub,general,important,verified,copilot-auto-verify,email-hub--launch-gmail-inbox-from-email-hub
productivity,email-hub,open-document-manager-mirror-from-email-hub,general,important,draft,copilot-auto-verify,email-hub--open-document-manager-mirror-from-email-hub
productivity,email-hub,archive-email-thread-using-pdf-method,general,critical,verified,copilot-auto-verify,email-hub--archive-email-thread-using-pdf-method
productivity,email-hub,apply-audit-ready-email-file-naming-protocol,general,important,draft,copilot-auto-verify,email-hub--apply-audit-ready-email-file-naming-protocol
productivity,email-hub,open-schedule-and-bill-email-activity,general,important,verified,copilot-auto-verify,email-hub--open-schedule-and-bill-email-activity
productivity,email-hub,link-email-activity-to-contact,general,critical,draft,copilot-auto-verify,email-hub--link-email-activity-to-contact
productivity,email-hub,create-or-edit-contact-during-email-log,general,important,draft,copilot-auto-verify,email-hub--create-or-edit-contact-during-email-log
productivity,email-hub,save-email-activity-to-contact-folder,general,critical,draft,copilot-auto-verify,email-hub--save-email-activity-to-contact-folder
productivity,email-hub,capture-email-activity-time-window,general,important,verified,copilot-auto-verify,email-hub--capture-email-activity-time-window
productivity,email-hub,push-email-activity-to-master-mind,general,critical,verified,copilot-auto-verify,email-hub--push-email-activity-to-master-mind
productivity,email-hub,resolve-email-log-save-failure,general,critical,verified,copilot-auto-verify,email-hub--resolve-email-log-save-failure
productivity,email-hub,resolve-missing-contact-or-subject-before-log,general,important,verified,copilot-auto-verify,email-hub--resolve-missing-contact-or-subject-before-log
productivity,email-hub,review-email-hub-integration-instructions,general,important,verified,copilot-auto-verify,email-hub--review-email-hub-integration-instructions
crm,contacts,create-contact-folder,admin,important,verified,copilot-auto-verify,contacts--create-contact-folder
crm,contacts,create-contact-subfolder,admin,important,verified,copilot-auto-verify,contacts--create-contact-subfolder
crm,contacts,rename-contact-folder,admin,important,verified,copilot-auto-verify,contacts--rename-contact-folder
crm,contacts,move-contact-between-folders,general,important,verified,copilot-auto-verify,contacts--move-contact-between-folders
crm,contacts,move-contact-folder-hierarchy,admin,important,verified,copilot-auto-verify,contacts--move-contact-folder-hierarchy
crm,contacts,delete-contact-folder,admin,critical,verified,copilot-auto-verify,contacts--delete-contact-folder
crm,contacts,bulk-delete-contacts,admin,critical,verified,copilot-auto-verify,contacts--bulk-delete-contacts
crm,contacts,select-all-visible-contacts-for-bulk-actions,general,important,verified,copilot-auto-verify,contacts--select-all-visible-contacts-for-bulk-actions
crm,contacts,open-contact-evidence-folder,general,important,verified,copilot-auto-verify,contacts--open-contact-evidence-folder
crm,contacts,create-contact-with-worker-hr-metadata,admin,critical,verified,copilot-auto-verify,contacts--create-contact-with-worker-hr-metadata
crm,contacts,scrub-worker-hr-fields-for-non-worker-contact,admin,critical,verified,copilot-auto-verify,contacts--scrub-worker-hr-fields-for-non-worker-contact
crm,contacts,link-contact-activity-to-time-log,general,important,verified,copilot-auto-verify,contacts--link-contact-activity-to-time-log
crm,contacts,open-contact-log-time-dialog,general,important,verified,copilot-auto-verify,contacts--open-contact-log-time-dialog
crm,contacts,resolve-contact-save-failure,general,critical,verified,copilot-auto-verify,contacts--resolve-contact-save-failure
crm,contacts,resolve-contact-folder-move-failure,admin,important,verified,copilot-auto-verify,contacts--resolve-contact-folder-move-failure
productivity,projects,open-project-register,general,important,verified,copilot-auto-verify,projects--open-project-register
productivity,projects,create-blank-project,general,critical,verified,copilot-auto-verify,projects--create-blank-project
productivity,projects,create-project-from-template,general,critical,verified,copilot-auto-verify,projects--create-project-from-template
productivity,projects,edit-project-details,general,important,verified,copilot-auto-verify,projects--edit-project-details
productivity,projects,delete-project-and-associated-tasks,admin,critical,draft,copilot-auto-verify,projects--delete-project-and-associated-tasks
productivity,projects,bulk-delete-projects,admin,critical,verified,copilot-auto-verify,projects--bulk-delete-projects
productivity,projects,open-project-task-board,general,important,verified,copilot-auto-verify,projects--open-project-task-board
productivity,projects,open-project-planner,general,important,verified,copilot-auto-verify,projects--open-project-planner
productivity,projects,save-project-as-template,general,important,verified,copilot-auto-verify,projects--save-project-as-template
productivity,projects,edit-project-template,general,important,verified,copilot-auto-verify,projects--edit-project-template
productivity,projects,delete-project-template,general,important,verified,copilot-auto-verify,projects--delete-project-template
productivity,projects,assign-project-to-contact,general,important,draft,copilot-auto-verify,projects--assign-project-to-contact
productivity,projects,create-project-step,general,important,verified,copilot-auto-verify,projects--create-project-step
productivity,projects,reorder-project-steps,general,important,verified,copilot-auto-verify,projects--reorder-project-steps
productivity,projects,delete-project-step-and-linked-task,general,important,verified,copilot-auto-verify,projects--delete-project-step-and-linked-task
productivity,projects,convert-task-into-new-project,general,important,draft,copilot-auto-verify,projects--convert-task-into-new-project
productivity,project-status,open-project-board-status-columns,general,important,verified,copilot-auto-verify,project-status--open-project-board-status-columns
productivity,project-status,add-task-to-todo-column,general,critical,verified,copilot-auto-verify,project-status--add-task-to-todo-column
productivity,project-status,drag-task-between-status-columns,general,critical,verified,copilot-auto-verify,project-status--drag-task-between-status-columns
productivity,project-status,reorder-task-within-status-column,general,important,draft,copilot-auto-verify,project-status--reorder-task-within-status-column
productivity,project-status,mark-task-as-done-from-board,general,critical,draft,copilot-auto-verify,project-status--mark-task-as-done-from-board
productivity,project-status,reopen-done-task-to-todo,general,important,verified,copilot-auto-verify,project-status--reopen-done-task-to-todo
productivity,project-status,create-task-from-project-step-drop,general,important,verified,copilot-auto-verify,project-status--create-task-from-project-step-drop
productivity,project-status,edit-task-details-from-board-card,general,important,draft,copilot-auto-verify,project-status--edit-task-details-from-board-card
productivity,project-status,delete-task-from-board-card,general,critical,draft,copilot-auto-verify,project-status--delete-task-from-board-card
productivity,project-status,archive-task-from-board-to-file-manager,general,important,draft,copilot-auto-verify,project-status--archive-task-from-board-to-file-manager
productivity,project-status,schedule-board-task-to-calendar,general,important,verified,copilot-auto-verify,project-status--schedule-board-task-to-calendar
productivity,project-status,add-board-task-to-global-todo-list,general,important,draft,copilot-auto-verify,project-status--add-board-task-to-global-todo-list
productivity,project-status,review-column-task-counts,general,important,draft,copilot-auto-verify,project-status--review-column-task-counts
productivity,project-status,resolve-task-status-update-failure,general,critical,draft,copilot-auto-verify,project-status--resolve-task-status-update-failure
productivity,project-status,resolve-task-creation-from-step-failure,general,critical,verified,copilot-auto-verify,project-status--resolve-task-creation-from-step-failure
productivity,idea-board,open-idea-board-list,general,important,verified,copilot-auto-verify,idea-board--open-idea-board-list
productivity,idea-board,open-organize-ideas-board,general,important,verified,copilot-auto-verify,idea-board--open-organize-ideas-board
productivity,idea-board,record-new-idea-with-title-and-notes,general,critical,verified,copilot-auto-verify,idea-board--record-new-idea-with-title-and-notes
productivity,idea-board,save-idea-into-maybe-lane,general,important,verified,copilot-auto-verify,idea-board--save-idea-into-maybe-lane
productivity,idea-board,edit-idea-details,general,important,verified,copilot-auto-verify,idea-board--edit-idea-details
productivity,idea-board,delete-idea-permanently,general,critical,verified,copilot-auto-verify,idea-board--delete-idea-permanently
productivity,idea-board,drag-idea-between-yes-no-maybe-lanes,general,critical,verified,copilot-auto-verify,idea-board--drag-idea-between-yes-no-maybe-lanes
productivity,idea-board,reorder-ideas-within-lane,general,important,verified,copilot-auto-verify,idea-board--reorder-ideas-within-lane
productivity,idea-board,convert-idea-to-project,general,critical,verified,copilot-auto-verify,idea-board--convert-idea-to-project
productivity,idea-board,schedule-idea-as-task,general,important,verified,copilot-auto-verify,idea-board--schedule-idea-as-task
productivity,idea-board,archive-idea-as-reference-file,general,important,draft,copilot-auto-verify,idea-board--archive-idea-as-reference-file
productivity,idea-board,open-idea-board-instructions-dialog,general,important,verified,copilot-auto-verify,idea-board--open-idea-board-instructions-dialog
productivity,idea-board,review-ideas-by-yes-no-maybe-priority,general,important,verified,copilot-auto-verify,idea-board--review-ideas-by-yes-no-maybe-priority
productivity,idea-board,resolve-idea-save-failure,general,critical,verified,copilot-auto-verify,idea-board--resolve-idea-save-failure
productivity,idea-board,resolve-idea-scheduling-failure,general,critical,verified,copilot-auto-verify,idea-board--resolve-idea-scheduling-failure
productivity,idea-board,resolve-idea-archive-failure,general,critical,verified,copilot-auto-verify,idea-board--resolve-idea-archive-failure
productivity,to-do,open-to-do-list-workspace,general,important,verified,copilot-auto-verify,to-do--open-to-do-list-workspace
productivity,to-do,filter-to-do-by-project,general,important,verified,copilot-auto-verify,to-do--filter-to-do-by-project
productivity,to-do,filter-to-do-to-unassigned-items,general,important,verified,copilot-auto-verify,to-do--filter-to-do-to-unassigned-items
productivity,to-do,add-new-to-do-task,general,critical,verified,copilot-auto-verify,to-do--add-new-to-do-task
productivity,to-do,assign-to-do-to-project-during-create,general,important,verified,copilot-auto-verify,to-do--assign-to-do-to-project-during-create
productivity,to-do,edit-to-do-task-details,general,important,verified,copilot-auto-verify,to-do--edit-to-do-task-details
productivity,to-do,set-to-do-urgency-and-importance,general,important,verified,copilot-auto-verify,to-do--set-to-do-urgency-and-importance
productivity,to-do,drag-to-do-between-status-columns,general,critical,verified,copilot-auto-verify,to-do--drag-to-do-between-status-columns
productivity,to-do,reorder-to-do-within-status-column,general,important,verified,copilot-auto-verify,to-do--reorder-to-do-within-status-column
productivity,to-do,mark-to-do-as-done,general,critical,verified,copilot-auto-verify,to-do--mark-to-do-as-done
productivity,to-do,reopen-done-to-do-to-todo,general,important,verified,copilot-auto-verify,to-do--reopen-done-to-do-to-todo
productivity,to-do,schedule-to-do-to-calendar,general,important,verified,copilot-auto-verify,to-do--schedule-to-do-to-calendar
productivity,to-do,convert-to-do-into-project,general,critical,verified,copilot-auto-verify,to-do--convert-to-do-into-project
productivity,to-do,archive-to-do-to-file-manager,general,important,verified,copilot-auto-verify,to-do--archive-to-do-to-file-manager
productivity,to-do,delete-to-do-task,general,critical,verified,copilot-auto-verify,to-do--delete-to-do-task
productivity,to-do,resolve-to-do-status-update-failure,general,critical,verified,copilot-auto-verify,to-do--resolve-to-do-status-update-failure
accounting,ledgers,open-bks-general-ledger,accountant,critical,draft,copilot-auto-verify,ledgers--open-bks-general-ledger
accounting,ledgers,switch-between-general-income-expense-tabs,accountant,important,draft,copilot-auto-verify,ledgers--switch-between-general-income-expense-tabs
accounting,ledgers,post-ledger-transaction,accountant,critical,verified,copilot-auto-verify,ledgers--post-ledger-transaction
accounting,ledgers,edit-ledger-transaction,accountant,important,draft,copilot-auto-verify,ledgers--edit-ledger-transaction
accounting,ledgers,delete-ledger-transaction,accountant,critical,draft,copilot-auto-verify,ledgers--delete-ledger-transaction
accounting,ledgers,bulk-delete-ledger-transactions,admin,critical,draft,copilot-auto-verify,ledgers--bulk-delete-ledger-transactions
accounting,ledgers,sort-ledger-by-date-contact-category-amount,accountant,important,draft,copilot-auto-verify,ledgers--sort-ledger-by-date-contact-category-amount
accounting,ledgers,filter-ledger-by-date-range,accountant,important,draft,copilot-auto-verify,ledgers--filter-ledger-by-date-range
accounting,ledgers,clear-ledger-filters,accountant,important,draft,copilot-auto-verify,ledgers--clear-ledger-filters
accounting,ledgers,run-duplicate-audit-toggle,accountant,important,verified,copilot-auto-verify,ledgers--run-duplicate-audit-toggle
accounting,ledgers,export-ledger-to-csv,accountant,important,draft,copilot-auto-verify,ledgers--export-ledger-to-csv
accounting,ledgers,print-ledger-report,accountant,important,verified,copilot-auto-verify,ledgers--print-ledger-report
accounting,ledgers,open-reconciliation-wizard,accountant,critical,draft,copilot-auto-verify,ledgers--open-reconciliation-wizard
accounting,ledgers,upload-bank-statement-csv-for-reconciliation,accountant,critical,draft,copilot-auto-verify,ledgers--upload-bank-statement-csv-for-reconciliation
accounting,ledgers,bulk-verify-reconciliation-matches,accountant,critical,draft,copilot-auto-verify,ledgers--bulk-verify-reconciliation-matches
accounting,ledgers,auto-ingest-unmatched-bank-transactions,accountant,critical,draft,copilot-auto-verify,ledgers--auto-ingest-unmatched-bank-transactions
accounting,ledgers,flag-bank-records-as-orphan-or-duplicate,accountant,important,verified,copilot-auto-verify,ledgers--flag-bank-records-as-orphan-or-duplicate
accounting,ledgers,resolve-ledger-batch-delete-failure,admin,critical,draft,copilot-auto-verify,ledgers--resolve-ledger-batch-delete-failure
files,document-manager,open-document-manager-workspace,general,important,draft,copilot-auto-verify,document-manager--open-document-manager-workspace
files,document-manager,open-document-manager-instructions,general,important,draft,copilot-auto-verify,document-manager--open-document-manager-instructions
files,document-manager,create-new-folder,general,critical,verified,copilot-auto-verify,document-manager--create-new-folder
files,document-manager,create-subfolder-under-parent,general,important,verified,copilot-auto-verify,document-manager--create-subfolder-under-parent
files,document-manager,rename-folder,general,important,verified,copilot-auto-verify,document-manager--rename-folder
files,document-manager,link-google-drive-folder-to-node,general,important,verified,copilot-auto-verify,document-manager--link-google-drive-folder-to-node
files,document-manager,move-folder-with-drag-and-drop,general,important,draft,copilot-auto-verify,document-manager--move-folder-with-drag-and-drop
files,document-manager,delete-folder-and-subtree,general,critical,draft,copilot-auto-verify,document-manager--delete-folder-and-subtree
files,document-manager,create-new-file-link-record,general,critical,verified,copilot-auto-verify,document-manager--create-new-file-link-record
files,document-manager,open-linked-google-drive-file,general,important,draft,copilot-auto-verify,document-manager--open-linked-google-drive-file
files,document-manager,rename-file-record,general,important,draft,copilot-auto-verify,document-manager--rename-file-record
files,document-manager,link-google-drive-url-to-file-record,general,important,draft,copilot-auto-verify,document-manager--link-google-drive-url-to-file-record
files,document-manager,move-file-to-folder-with-drag-and-drop,general,important,draft,copilot-auto-verify,document-manager--move-file-to-folder-with-drag-and-drop
